date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:15	111091/111091	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:38%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718038_58496	J:/$projects/DigestExt/DigestPlus/web/_17718038_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:16	183284/183284	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:38%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718040_58351	J:/$projects/DigestExt/DigestPlus/web/_17718040_58351.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:16	140093/140093	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:37%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/TeSysFDCCoils-7DE84CAF	J:/$projects/DigestExt/DigestPlus/web/tesysfdccoils-7de84caf.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:16	104742/104742	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:38%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718039_58351	J:/$projects/DigestExt/DigestPlus/web/_17718039_58351.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:16	96181/96181	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:39%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718041_18103	J:/$projects/DigestExt/DigestPlus/web/_17718041_18103.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:18	271566/271566	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:39%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718042_58351	J:/$projects/DigestExt/DigestPlus/web/_17718042_58351.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:18	139226/139226	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:40%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718044_58496	J:/$projects/DigestExt/DigestPlus/web/_17718044_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:18	84487/84487	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:40%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/TeSysDOverloadRelays-7DFF8518	J:/$projects/DigestExt/DigestPlus/web/tesysdoverloadrelays-7dff8518.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:19	74418/74418	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:41%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718048_70708	J:/$projects/DigestExt/DigestPlus/web/_17718048_70708.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
17:08:20	57474/57474	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2017%20Feb%202016%2022:07:43%20GMT	http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d/r/_17718050_58496	J:/$projects/DigestExt/DigestPlus/web/_17718050_58496.html	(from http://www.productinfo.schneider-electric.com/portals/ui/digest/viewer/561d5d65e4b0c5c41a243bf2/561d5f9ae4b0c5c41a24482d)
